Date,Open,High,Low,Close,Volume,QQQ_Close,SPY_Close,VIX_Close,Next_Day_Close,Next_Day_Return,Target,MA7,MA14,EMA12,EMA26,MACD,MACD_signal,MACD_hist,RSI,Return_1,Return_3,Return_5,Volume_Change,Volatility_5,Volatility_10,Price_Range,Open_Close_Return,Gap_Return,MA7_Gap,MA14_Gap,EMA12_Gap,EMA26_Gap,MA_Cross,EMA_Cross,Momentum_10,Momentum_20,Volume_Ratio_5,Volume_Ratio_10,OBV,OBV_Change_5,ATR_14,ATR_Ratio_14,Bollinger_Width_20,Bollinger_Position_20,Stoch_K_14,Stoch_D_3,QQQ_Return_1,QQQ_Return_5,QQQ_Volatility_5,SPY_Return_1,SPY_Return_5,VIX_Return_1,VIX_Change_5,VIX_Relative_10,TSLA_vs_QQQ_Return_1,TSLA_vs_SPY_Return_1
2020-01-31,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,235789500,219.07000732421875,321.7300109863281,18.84000015258789,52.0,0.19894859376394902,1,39.374380929129465,37.41114262172154,38.21076334391965,35.27985673038159,2.9309066135380633,2.25740172434603,0.6735048891920332,83.72583878705716,0.015230690473505337,0.14759225399062004,0.15181829095390564,-0.45806169132274,0.043393368193140186,0.037826261911083466,0.031480091314200626,0.01651561211003029,-0.0012640451570220717,0.10151151719673877,0.1593159426984625,0.1350554210487728,0.22935119627563827,0.052477368233817004,0.08307592164948008,0.2669575327884637,0.5120392571766785,0.8939232124436013,0.8509370197364468,2302410000.0,0.654260128832564,1.9951422555106029,0.046001403876989824,0.42463109378840447,1.0163473877079265,98.49069492291054,93.8999322155381,-0.015858035411082994,-0.016299908728185097,0.01481888925678801,-0.018157903510881312,-0.021413079850943983,0.216268588183969,0.29395601714439135,0.2507468723543933,0.03108872588458833,0.03338859398438665
2020-02-03,44.91266632080078,52.409332275390625,44.90133285522461,52.0,705975000,222.3800048828125,324.1199951171875,17.969999313354492,59.137332916259766,0.13725640223576474,1,41.353428431919646,38.62609509059361,40.332184367932015,36.51838586146443,3.8137985064675846,2.5686810807703413,1.2451174256972433,87.70467252987142,0.19894859376394902,0.3425360386765752,0.3977994086610628,1.9940900676238762,0.08010133080913538,0.06512637660606713,0.14438460423396185,0.15780255905040316,0.03553804091372251,0.25745317792956046,0.3462401487398415,0.28929292610655194,0.4239402638787589,0.07060857005942103,0.10443502407076671,0.5279138328247941,0.7606825794503627,1.9387460866699622,2.1573101484563075,3008385000.0,1.5329822301367786,2.4146183558872774,0.04643496838244764,0.5473931378880147,1.2619346385754675,97.91135685113649,96.9061992450226,0.01510931413671357,0.019624019530130266,0.012773282279250115,0.0074285396116215985,0.0019165227733770607,-0.046178388120336256,-0.014262218069696186,0.14824277462360747,0.18383927962723545,0.19152005415232742
2020-02-04,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000,227.47000122070312,329.05999755859375,16.049999237060547,48.97999954223633,-0.1717583947927872,0,44.42238071986607,40.288666588919504,43.22528414459782,38.1938634210789,5.03142072351892,3.061229009320057,1.970191714198863,90.37794033370875,0.13725640223576474,0.38427919289341594,0.5647557683504933,0.2947795601827261,0.07735345263448803,0.07112521995405734,0.15231217267773056,0.004643491956758814,0.13199996948242188,0.3312508685472826,0.4678404107949347,0.36811900919917,0.5483464520015622,0.10260240610900363,0.13173374654584216,0.6210891901956004,0.9645213894633837,1.7867440566280597,2.3321348409207023,3922467000.0,1.8746288509632563,3.2071898324149,0.054232913022242264,0.7205414280681113,1.263661783321643,82.81741080139598,93.07315419181434,0.0228887320178488,0.027184485687159254,0.014744782326172354,0.015241276427948147,0.0066382661229038575,-0.106844749563629,-0.014127852572735522,0.005009358041321299,0.11436767021791594,0.1220151258078166
2020-02-05,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000,228.22000122070312,332.8599853515625,15.149999618530272,49.930667877197266,0.01940931694254422,1,46.10504749843052,41.31819043840681,44.110624975003745,38.99283646709056,5.117788507913183,3.4725409090386825,1.6452475988745001,69.12326519374207,-0.1717583947927872,0.12931733795621358,0.26456566461181596,-0.205369977748167,0.14385495008427007,0.10042712273840608,0.19309922971619603,-0.10757232435825766,-0.07192299408282421,0.06235655746594064,0.1854342850578369,0.11039006067114038,0.25612815019432605,0.11585350203464259,0.13124945429995913,0.28994302970036623,0.5663241502582979,1.2036583171184463,1.7396399493740553,3196110000.0,0.9589588945379657,3.977761404854911,0.08121195267518973,0.7252273348753823,0.8514123806361539,50.864055036856925,77.1976075631298,0.0032971380664490457,0.028898623744027185,0.014654633556301951,0.011548008938072396,0.019104740455758495,-0.05607474525307854,-0.07565587658906947,-0.0644683317138911,-0.17505553285923625,-0.1833064037308596
2020-02-07,48.70333480834961,51.31666564941406,48.66666793823242,49.871334075927734,255952500,229.1999969482422,332.20001220703125,15.470000267028809,51.41866683959961,0.031026496329857656,1,49.43019104003906,43.57076208932059,45.75452663460304,40.54884530300626,5.205681331596779,4.096037646432638,1.1096436851641407,70.7510070281302,-0.001188323805631053,-0.15668611321131043,0.1498685742204937,-0.5721374696595856,0.14285084248099822,0.09960207952134464,0.0531366918548257,0.023981915656787537,-0.024580746083073413,0.008924566678921808,0.14460550342660744,0.08997595962912343,0.2299076263025007,0.13448075428900175,0.12838050732879522,0.32443965598025315,0.5541405839687135,0.3998534952353145,0.5663386382117194,3538369500.0,0.5368112108616623,4.500332696097238,0.09023886726682717,0.725721616418113,0.8072914912112261,49.85700730444613,51.16236545475858,-0.004300818813432472,0.046240878647670236,0.010484654765764672,-0.005329656628371482,0.03254281808714454,0.03409092430356764,-0.17887472708412766,-0.06145723149898996,0.003112495007801419,0.004141332822740429
2020-02-11,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,175462500,232.0099945068359,335.260009765625,15.18000030517578,51.15266799926758,-0.009155657933695438,0,51.8519047328404,45.613142830984934,47.395071136706356,42.11485538793779,5.280215748768569,4.521013731679769,0.7592020170887999,68.97605409563941,0.004019260937028868,0.033940343150081764,-0.12702637517039994,-0.5262098407400807,0.08374040818867476,0.09872174796704376,0.032942516262328594,0.007271141794484629,-0.0032284066548978253,-0.004369614874239972,0.13180826127142253,0.08925528837701262,0.22582237082661905,0.13677553254711244,0.12537656131382297,0.36599051506995606,0.4754029749275914,0.4125962577634055,0.3745775895167589,4084170000.0,0.04122482101187841,4.557713917323522,0.0882844477985298,0.7123036059910486,0.7979745047135232,54.7113097453476,52.85273858350183,0.00017240714714117367,0.019958646246842182,0.0065359968144093035,0.001733049786473595,0.018841585890206014,0.009308533489218451,-0.054205543504069476,-0.05444123027695125,0.0038468537898876942,0.002286211150555273
2020-02-12,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,180337500,234.27000427246097,337.4200134277344,13.739999771118164,53.599998474121094,0.047843652551780025,1,51.73085730416434,46.54214286804199,47.97316296171577,42.78432298877703,5.188839972938744,4.654578979931564,0.5342609930071802,67.92678288267739,-0.009155657933695438,0.025692794208974856,0.04435827842664053,0.02778371446890371,0.016214191369348274,0.09973195697785468,0.03438074808165786,-0.013601251233608528,0.004506892679530322,-0.011176874597247706,0.09906129901017917,0.06627674393888015,0.19559372279153964,0.11148421873985437,0.12127900152352195,0.3206596204514369,0.42640178801176454,0.5705790505298828,0.39224341701519155,3903832500.0,0.22143246008429007,4.557618822370257,0.08909835988291978,0.7049921759884781,0.7552725085489339,53.061369607710105,53.92085935125649,0.00974100176343251,0.026509521599323405,0.006988034919706637,0.006442771577855,0.013699538174754222,-0.09486169335363137,-0.09306929920232532,-0.12977389909280024,-0.01889665969712795,-0.015598429511550438
2020-02-14,52.4813346862793,54.198001861572266,52.366668701171875,53.33533477783203,235405500,234.63999938964844,337.6000061035156,13.68000030517578,57.22666549682617,0.0729597130158357,1,51.5620002746582,48.83352388654436,49.53059993504086,44.30769529450566,5.222904640535198,4.864046807708799,0.3588578328263994,71.20551758439225,-0.004937755668348531,0.033123329903022025,0.06945875353224862,-0.40303849855264307,0.02464468860948385,0.09738330314493354,0.03433620821972518,0.01627245375251487,-0.02087059365089171,0.03439227519738776,0.0921868940227781,0.07681584410003232,0.2037487940485551,0.055873018593803496,0.11787804817694636,0.22973701211175301,0.5580245708437637,0.868089282039822,0.5166410382267029,4062766500.0,0.14820300706299894,4.8687141963413785,0.09128496552279973,0.6666198038119617,0.7677362521521384,58.88150863375663,57.84906939971122,0.002863607152411518,0.023734740461775372,0.00590752307001605,0.0016021140118473998,0.01625524894056607,-0.03321550007245233,-0.11570781712706579,-0.09637357510368649,-0.007801362820760049,-0.006539869680195931
2020-02-18,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,245725500,234.72999572753903,336.7300109863281,14.829999923706056,61.16133117675781,0.06875580895325561,1,52.6042856488909,50.221619197300505,50.71461002146937,45.26465605023311,5.449953971236262,4.981228240414292,0.4687257308219701,73.50352206898715,0.0729597130158357,0.11874253553393466,0.11295506115210263,0.043839247596169084,0.03634661282898912,0.07877051747038437,0.03219944076732477,0.01996195818527925,0.05196052108144326,0.08787078449819664,0.13948268517599288,0.1284059065543442,0.26426820593352246,0.04744304324856312,0.12040197467065908,0.10051279801588797,0.6814887272891939,0.9978534367549616,0.5998847227633726,4308492000.0,0.10228048530108746,5.064809254237583,0.08850435737022772,0.6470630415294254,0.8598864314915947,72.45989822977954,64.3152456070677,0.00038355070799811486,0.011898066527188389,0.00437827916109102,-0.0025769997081124263,0.006125308818602848,0.0840642977248458,-0.013962768529229286,0.0003372694169074819,0.07257616230783759,0.07553671272394813
2020-02-19,61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,381345000,236.97999572753903,338.3399963378906,14.380000114440918,59.96066665649414,-0.019631105097986157,0,54.21714237758091,51.82366670880999,52.32179789151375,46.44218754108679,5.879610350426958,5.160904662416825,0.7187056880101332,75.29359209842076,0.06875580895325561,0.1410696439905208,0.18471550595565556,0.5519146364540921,0.03965493957232717,0.0691061794936631,0.0476989568314901,-0.0065836677750975075,0.07583877402097786,0.12808105508062262,0.18018147037751822,0.16894551872189736,0.31693476158178796,0.046184992702649426,0.12660063321145984,0.034225389625942126,0.676571599348448,1.3267376542372316,1.0701492223181024,4689837000.0,0.14829622665070263,5.367094857352121,0.08775307459939155,0.6557316518754249,0.9323603141706518,85.30725897233368,72.21622194528994,0.009585481365626869,0.021421496221606384,0.005149684348092468,0.00478123511131856,0.009186859400316827,-0.03034388479974326,-0.05270093377152918,-0.01896574417208241,0.059170327587628746,0.06397457384193705
